# 2D_CellID X Y Z_meter Indicator
15 106.93 646.00 407.83 0
15 106.93 646.00 400.03 1
15 106.93 646.00 394.63 0
15 106.93 646.00 378.33 1
15 106.93 646.00 369.06 -999
16 111.89 646.00 546.81 0
16 111.89 646.00 539.21 1
16 111.89 646.00 534.91 0
16 111.89 646.00 525.81 1
16 111.89 646.00 522.81 0
16 111.89 646.00 511.31 1
16 111.89 646.00 504.61 0
16 111.89 646.00 482.81 1
16 111.89 646.00 459.71 0
16 111.89 646.00 443.41 1
16 111.89 646.00 440.31 0
16 111.89 646.00 411.81 1
16 111.89 646.00 405.81 0
16 111.89 646.00 397.91 1
16 111.89 646.00 392.41 0
16 111.89 646.00 376.01 1
16 111.89 646.00 366.70 -999
17 116.86 646.00 546.79 0
17 116.86 646.00 539.09 1
17 116.86 646.00 534.79 0
17 116.86 646.00 525.59 1
17 116.86 646.00 522.59 0
17 116.86 646.00 510.99 1
17 116.86 646.00 504.19 0
17 116.86 646.00 482.19 1
17 116.86 646.00 458.89 0
17 116.86 646.00 442.39 1
17 116.86 646.00 439.39 0
17 116.86 646.00 410.59 1
17 116.86 646.00 404.49 0
17 116.86 646.00 396.49 1
17 116.86 646.00 390.99 0
17 116.86 646.00 374.49 1
17 116.86 646.00 365.04 -999
18 121.82 646.00 545.93 0
18 121.82 646.00 538.13 1
18 121.82 646.00 533.83 0
18 121.82 646.00 524.63 1
18 121.82 646.00 521.53 0
18 121.82 646.00 509.83 1
18 121.82 646.00 503.03 0
18 121.82 646.00 480.83 1
18 121.82 646.00 457.33 0
18 121.82 646.00 440.63 1
18 121.82 646.00 437.63 0
18 121.82 646.00 408.63 1
18 121.82 646.00 402.43 0
18 121.82 646.00 394.43 1
18 121.82 646.00 388.83 0
18 121.82 646.00 372.23 1
18 121.82 646.00 362.67 -999
19 126.78 646.00 545.38 0
19 126.78 646.00 537.58 1
19 126.78 646.00 533.28 0
19 126.78 646.00 523.98 1
19 126.78 646.00 520.88 0
19 126.78 646.00 509.08 1
19 126.78 646.00 502.28 0
19 126.78 646.00 479.98 1
19 126.78 646.00 456.48 0
19 126.78 646.00 439.78 1
19 126.78 646.00 436.68 0
19 126.78 646.00 407.58 1
19 126.78 646.00 401.38 0
19 126.78 646.00 393.38 1
19 126.78 646.00 387.78 0
19 126.78 646.00 371.08 1
19 126.78 646.00 361.51 -999
20 131.75 646.00 544.27 0
20 131.75 646.00 536.47 1
20 131.75 646.00 532.07 0
20 131.75 646.00 522.77 1
20 131.75 646.00 519.57 0
20 131.75 646.00 507.77 1
20 131.75 646.00 500.87 0
20 131.75 646.00 478.47 1
20 131.75 646.00 454.77 0
20 131.75 646.00 437.97 1
20 131.75 646.00 434.87 0
20 131.75 646.00 405.57 1
20 131.75 646.00 399.37 0
20 131.75 646.00 391.27 1
20 131.75 646.00 385.67 0
20 131.75 646.00 368.77 1
20 131.75 646.00 359.20 -999
21 136.71 646.00 543.14 0
21 136.71 646.00 535.24 1
21 136.71 646.00 530.84 0
21 136.71 646.00 521.44 1
21 136.71 646.00 518.34 0
21 136.71 646.00 506.44 1
21 136.71 646.00 499.54 0
21 136.71 646.00 476.94 1
21 136.71 646.00 453.14 0
21 136.71 646.00 436.14 1
21 136.71 646.00 433.04 0
21 136.71 646.00 403.54 1
21 136.71 646.00 397.34 0
21 136.71 646.00 389.14 1
21 136.71 646.00 383.54 0
21 136.71 646.00 366.54 1
21 136.71 646.00 356.91 -999
22 141.67 646.00 541.99 0
22 141.67 646.00 534.09 1
22 141.67 646.00 529.69 0
22 141.67 646.00 520.19 1
22 141.67 646.00 516.99 0
22 141.67 646.00 505.09 1
22 141.67 646.00 498.09 0
22 141.67 646.00 475.39 1
22 141.67 646.00 451.39 0
22 141.67 646.00 434.39 1
22 141.67 646.00 431.29 0
22 141.67 646.00 401.59 1
22 141.67 646.00 395.29 0
22 141.67 646.00 387.09 1
22 141.67 646.00 381.39 0
22 141.67 646.00 364.39 1
22 141.67 646.00 354.65 -999
23 146.64 646.00 541.40 0
23 146.64 646.00 533.40 1
23 146.64 646.00 529.00 0
23 146.64 646.00 519.50 1
23 146.64 646.00 516.40 0
23 146.64 646.00 504.30 1
23 146.64 646.00 497.40 0
23 146.64 646.00 474.60 1
23 146.64 646.00 450.60 0
23 146.64 646.00 433.50 1
23 146.64 646.00 430.30 0
23 146.64 646.00 400.60 1
23 146.64 646.00 394.30 0
23 146.64 646.00 386.10 1
23 146.64 646.00 380.40 0
23 146.64 646.00 363.30 1
23 146.64 646.00 353.53 -999
24 151.60 646.00 540.18 0
24 151.60 646.00 532.18 1
24 151.60 646.00 527.68 0
24 151.60 646.00 518.18 1
24 151.60 646.00 514.98 0
24 151.60 646.00 502.88 1
24 151.60 646.00 495.98 0
24 151.60 646.00 473.08 1
24 151.60 646.00 448.88 0
24 151.60 646.00 431.68 1
24 151.60 646.00 428.48 0
24 151.60 646.00 398.68 1
24 151.60 646.00 392.28 0
24 151.60 646.00 383.98 1
24 151.60 646.00 378.28 0
24 151.60 646.00 361.08 1
24 151.60 646.00 351.32 -999
25 156.56 646.00 538.92 0
25 156.56 646.00 530.92 1
25 156.56 646.00 526.42 0
25 156.56 646.00 516.82 1
25 156.56 646.00 513.62 0
25 156.56 646.00 501.52 1
25 156.56 646.00 494.42 0
25 156.56 646.00 471.42 1
25 156.56 646.00 447.12 0
25 156.56 646.00 429.92 1
25 156.56 646.00 426.72 0
25 156.56 646.00 396.72 1
25 156.56 646.00 390.32 0
25 156.56 646.00 382.02 1
25 156.56 646.00 376.22 0
25 156.56 646.00 359.02 1
25 156.56 646.00 349.13 -999
26 161.53 646.00 537.59 0
26 161.53 646.00 529.49 1
26 161.53 646.00 524.99 0
26 161.53 646.00 515.39 1
26 161.53 646.00 512.19 0
26 161.53 646.00 499.99 1
26 161.53 646.00 492.89 0
26 161.53 646.00 469.79 1
26 161.53 646.00 445.49 0
26 161.53 646.00 428.09 1
26 161.53 646.00 424.89 0
26 161.53 646.00 394.79 1
26 161.53 646.00 388.29 0
26 161.53 646.00 379.99 1
26 161.53 646.00 374.19 0
26 161.53 646.00 356.89 1
26 161.53 646.00 346.99 -999
27 166.49 646.00 536.90 0
27 166.49 646.00 528.80 1
27 166.49 646.00 524.30 0
27 166.49 646.00 514.70 1
27 166.49 646.00 511.50 0
27 166.49 646.00 499.20 1
27 166.49 646.00 492.20 0
27 166.49 646.00 469.00 1
27 166.49 646.00 444.60 0
27 166.49 646.00 427.20 1
27 166.49 646.00 424.00 0
27 166.49 646.00 393.80 1
27 166.49 646.00 387.30 0
27 166.49 646.00 379.00 1
27 166.49 646.00 373.20 0
27 166.49 646.00 355.80 1
27 166.49 646.00 345.92 -999
28 171.45 646.00 535.45 0
28 171.45 646.00 527.35 1
28 171.45 646.00 522.85 0
28 171.45 646.00 513.15 1
28 171.45 646.00 509.95 0
28 171.45 646.00 497.65 1
28 171.45 646.00 490.55 0
28 171.45 646.00 467.35 1
28 171.45 646.00 442.85 0
28 171.45 646.00 425.45 1
28 171.45 646.00 422.15 0
28 171.45 646.00 391.85 1
28 171.45 646.00 385.45 0
28 171.45 646.00 377.05 1
28 171.45 646.00 371.25 0
28 171.45 646.00 353.85 1
28 171.45 646.00 343.85 -999
29 176.42 646.00 533.91 0
29 176.42 646.00 525.81 1
29 176.42 646.00 521.21 0
29 176.42 646.00 511.51 1
29 176.42 646.00 508.31 0
29 176.42 646.00 496.01 1
29 176.42 646.00 488.91 0
29 176.42 646.00 465.61 1
29 176.42 646.00 441.01 0
29 176.42 646.00 423.61 1
29 176.42 646.00 420.31 0
29 176.42 646.00 389.91 1
29 176.42 646.00 383.51 0
29 176.42 646.00 375.11 1
29 176.42 646.00 369.21 0
29 176.42 646.00 351.81 1
29 176.42 646.00 341.82 -999
30 181.38 646.00 532.87 0
30 181.38 646.00 524.77 1
30 181.38 646.00 520.17 0
30 181.38 646.00 510.47 1
30 181.38 646.00 507.27 0
30 181.38 646.00 494.97 1
30 181.38 646.00 487.77 0
30 181.38 646.00 464.47 1
30 181.38 646.00 439.87 0
30 181.38 646.00 422.37 1
30 181.38 646.00 419.17 0
30 181.38 646.00 388.67 1
30 181.38 646.00 382.17 0
30 181.38 646.00 373.77 1
30 181.38 646.00 367.97 0
30 181.38 646.00 350.47 1
30 181.38 646.00 340.47 -999
31 186.34 646.00 531.50 0
31 186.34 646.00 523.30 1
31 186.34 646.00 518.80 0
31 186.34 646.00 509.10 1
31 186.34 646.00 505.80 0
31 186.34 646.00 493.50 1
31 186.34 646.00 486.40 0
31 186.34 646.00 463.00 1
31 186.34 646.00 438.40 0
31 186.34 646.00 420.80 1
31 186.34 646.00 417.60 0
31 186.34 646.00 387.10 1
31 186.34 646.00 380.60 0
31 186.34 646.00 372.20 1
31 186.34 646.00 366.40 0
31 186.34 646.00 348.80 1
31 186.34 646.00 338.83 -999
32 191.31 646.00 530.56 0
32 191.31 646.00 522.36 1
32 191.31 646.00 517.86 0
32 191.31 646.00 508.16 1
32 191.31 646.00 504.86 0
32 191.31 646.00 492.56 1
32 191.31 646.00 485.46 0
32 191.31 646.00 462.06 1
32 191.31 646.00 437.36 0
32 191.31 646.00 419.86 1
32 191.31 646.00 416.66 0
32 191.31 646.00 386.16 1
32 191.31 646.00 379.66 0
32 191.31 646.00 371.26 1
32 191.31 646.00 365.36 0
32 191.31 646.00 347.86 1
32 191.31 646.00 337.87 -999
33 196.27 646.00 528.58 0
33 196.27 646.00 520.38 1
33 196.27 646.00 515.88 0
33 196.27 646.00 506.18 1
33 196.27 646.00 502.88 0
33 196.27 646.00 490.58 1
33 196.27 646.00 483.48 0
33 196.27 646.00 460.08 1
33 196.27 646.00 435.48 0
33 196.27 646.00 417.98 1
33 196.27 646.00 414.78 0
33 196.27 646.00 384.28 1
33 196.27 646.00 377.78 0
33 196.27 646.00 369.38 1
33 196.27 646.00 363.48 0
33 196.27 646.00 345.98 1
33 196.27 646.00 336.00 -999
34 201.23 646.00 526.46 0
34 201.23 646.00 518.36 1
34 201.23 646.00 513.76 0
34 201.23 646.00 504.06 1
34 201.23 646.00 500.86 0
34 201.23 646.00 488.56 1
34 201.23 646.00 481.46 0
34 201.23 646.00 458.16 1
34 201.23 646.00 433.56 0
34 201.23 646.00 416.06 1
34 201.23 646.00 412.76 0
34 201.23 646.00 382.36 1
34 201.23 646.00 375.86 0
34 201.23 646.00 367.46 1
34 201.23 646.00 361.66 0
34 201.23 646.00 344.16 1
34 201.23 646.00 334.21 -999
35 206.20 646.00 524.21 0
35 206.20 646.00 516.11 1
35 206.20 646.00 511.61 0
35 206.20 646.00 501.91 1
35 206.20 646.00 498.71 0
35 206.20 646.00 486.41 1
35 206.20 646.00 479.31 0
35 206.20 646.00 456.01 1
35 206.20 646.00 431.51 0
35 206.20 646.00 414.11 1
35 206.20 646.00 410.91 0
35 206.20 646.00 380.51 1
35 206.20 646.00 374.11 0
35 206.20 646.00 365.71 1
35 206.20 646.00 359.91 0
35 206.20 646.00 342.41 1
35 206.20 646.00 332.50 -999
36 211.16 646.00 523.04 0
36 211.16 646.00 514.94 1
36 211.16 646.00 510.44 0
36 211.16 646.00 500.74 1
36 211.16 646.00 497.54 0
36 211.16 646.00 485.34 1
36 211.16 646.00 478.24 0
36 211.16 646.00 455.04 1
36 211.16 646.00 430.54 0
36 211.16 646.00 413.14 1
36 211.16 646.00 409.94 0
36 211.16 646.00 379.64 1
36 211.16 646.00 373.14 0
36 211.16 646.00 364.84 1
36 211.16 646.00 359.04 0
36 211.16 646.00 341.64 1
36 211.16 646.00 331.68 -999
37 216.12 646.00 521.17 1
37 216.12 646.00 507.97 0
37 216.12 646.00 484.77 1
37 216.12 646.00 476.37 0
37 216.12 646.00 453.27 1
37 216.12 646.00 428.87 0
37 216.12 646.00 411.47 1
37 216.12 646.00 408.27 0
37 216.12 646.00 377.97 1
37 216.12 646.00 371.57 0
37 216.12 646.00 363.17 1
37 216.12 646.00 357.47 0
37 216.12 646.00 340.07 1
37 216.12 646.00 330.14 -999
38 221.09 646.00 518.70 1
38 221.09 646.00 505.50 0
38 221.09 646.00 482.40 1
38 221.09 646.00 472.80 0
38 221.09 646.00 436.90 1
38 221.09 646.00 425.40 0
38 221.09 646.00 419.00 1
38 221.09 646.00 415.10 0
38 221.09 646.00 411.90 1
38 221.09 646.00 402.30 0
38 221.09 646.00 395.30 1
38 221.09 646.00 384.40 0
38 221.09 646.00 372.20 1
38 221.09 646.00 349.70 0
38 221.09 646.00 335.00 1
38 221.09 646.00 328.32 -999
39 226.05 646.00 516.11 1
39 226.05 646.00 503.01 0
39 226.05 646.00 480.01 1
39 226.05 646.00 470.51 0
39 226.05 646.00 434.81 1
39 226.05 646.00 423.31 0
39 226.05 646.00 416.91 1
39 226.05 646.00 413.11 0
39 226.05 646.00 409.91 1
39 226.05 646.00 400.41 0
39 226.05 646.00 393.41 1
39 226.05 646.00 382.51 0
39 226.05 646.00 370.41 1
39 226.05 646.00 348.11 0
39 226.05 646.00 331.51 1
39 226.05 646.00 326.82 -999
40 231.01 646.00 513.45 1
40 231.01 646.00 500.45 0
40 231.01 646.00 477.65 1
40 231.01 646.00 468.15 0
40 231.01 646.00 432.65 1
40 231.01 646.00 421.25 0
40 231.01 646.00 414.95 1
40 231.01 646.00 411.15 0
40 231.01 646.00 407.95 1
40 231.01 646.00 398.45 0
40 231.01 646.00 391.55 1
40 231.01 646.00 380.75 0
40 231.01 646.00 368.75 1
40 231.01 646.00 346.55 0
40 231.01 646.00 330.15 1
40 231.01 646.00 325.40 -999
41 235.98 646.00 512.10 1
41 235.98 646.00 499.10 0
41 235.98 646.00 476.40 1
41 235.98 646.00 466.90 0
41 235.98 646.00 431.60 1
41 235.98 646.00 420.30 0
41 235.98 646.00 413.90 1
41 235.98 646.00 410.20 0
41 235.98 646.00 407.00 1
41 235.98 646.00 397.50 0
41 235.98 646.00 390.60 1
41 235.98 646.00 379.90 0
41 235.98 646.00 367.90 1
41 235.98 646.00 345.80 0
41 235.98 646.00 329.40 1
41 235.98 646.00 324.73 -999
42 240.94 646.00 509.35 1
42 240.94 646.00 496.45 0
42 240.94 646.00 473.95 1
42 240.94 646.00 464.55 0
42 240.94 646.00 429.45 1
42 240.94 646.00 418.25 0
42 240.94 646.00 411.95 1
42 240.94 646.00 408.25 0
42 240.94 646.00 405.05 1
42 240.94 646.00 395.65 0
42 240.94 646.00 388.85 1
42 240.94 646.00 378.15 0
42 240.94 646.00 366.25 1
42 240.94 646.00 344.35 0
42 240.94 646.00 328.05 1
42 240.94 646.00 323.44 -999
43 245.90 646.00 506.56 1
43 245.90 646.00 493.76 0
43 245.90 646.00 471.46 1
43 245.90 646.00 462.16 0
43 245.90 646.00 427.36 1
43 245.90 646.00 416.26 0
43 245.90 646.00 410.06 1
43 245.90 646.00 406.26 0
43 245.90 646.00 403.16 1
43 245.90 646.00 393.86 0
43 245.90 646.00 387.06 1
43 245.90 646.00 376.46 0
43 245.90 646.00 364.76 1
43 245.90 646.00 342.96 0
43 245.90 646.00 326.86 1
43 245.90 646.00 322.25 -999
44 250.87 646.00 503.76 1
44 250.87 646.00 491.06 0
44 250.87 646.00 468.96 1
44 250.87 646.00 459.76 0
44 250.87 646.00 425.36 1
44 250.87 646.00 414.26 0
44 250.87 646.00 408.06 1
44 250.87 646.00 404.46 0
44 250.87 646.00 401.36 1
44 250.87 646.00 392.16 0
44 250.87 646.00 385.36 1
44 250.87 646.00 374.86 0
44 250.87 646.00 363.26 1
44 250.87 646.00 341.66 0
44 250.87 646.00 325.76 1
44 250.87 646.00 321.16 -999
45 255.83 646.00 502.34 1
45 255.83 646.00 489.74 0
45 255.83 646.00 467.74 1
45 255.83 646.00 458.54 0
45 255.83 646.00 424.24 1
45 255.83 646.00 413.24 0
45 255.83 646.00 407.14 1
45 255.83 646.00 403.44 0
45 255.83 646.00 400.44 1
45 255.83 646.00 391.24 0
45 255.83 646.00 384.54 1
45 255.83 646.00 374.14 0
45 255.83 646.00 362.54 1
45 255.83 646.00 341.04 0
45 255.83 646.00 325.14 1
45 255.83 646.00 320.64 -999
46 260.79 646.00 499.52 1
46 260.79 646.00 487.02 0
46 260.79 646.00 465.22 1
46 260.79 646.00 456.22 0
46 260.79 646.00 422.22 1
46 260.79 646.00 411.42 0
46 260.79 646.00 405.32 1
46 260.79 646.00 401.72 0
46 260.79 646.00 398.62 1
46 260.79 646.00 389.62 0
46 260.79 646.00 382.92 1
46 260.79 646.00 372.62 0
46 260.79 646.00 361.12 1
46 260.79 646.00 339.92 0
46 260.79 646.00 324.22 1
46 260.79 646.00 319.69 -999
47 265.76 646.00 496.71 1
47 265.76 646.00 484.41 0
47 265.76 646.00 462.81 1
47 265.76 646.00 453.81 0
47 265.76 646.00 420.31 1
47 265.76 646.00 409.51 0
47 265.76 646.00 403.51 1
47 265.76 646.00 399.91 0
47 265.76 646.00 396.91 1
47 265.76 646.00 388.01 0
47 265.76 646.00 381.41 1
47 265.76 646.00 371.21 0
47 265.76 646.00 359.81 1
47 265.76 646.00 338.91 0
47 265.76 646.00 323.31 1
47 265.76 646.00 318.85 -999
48 270.72 646.00 493.92 1
48 270.72 646.00 481.72 0
48 270.72 646.00 460.42 1
48 270.72 646.00 451.52 0
48 270.72 646.00 418.42 1
48 270.72 646.00 407.72 0
48 270.72 646.00 401.82 1
48 270.72 646.00 398.32 0
48 270.72 646.00 395.32 1
48 270.72 646.00 386.42 0
48 270.72 646.00 379.92 1
48 270.72 646.00 369.92 0
48 270.72 646.00 358.62 1
48 270.72 646.00 337.92 0
48 270.72 646.00 322.52 1
48 270.72 646.00 318.13 -999
49 275.68 646.00 492.54 1
49 275.68 646.00 480.44 0
49 275.68 646.00 459.24 1
49 275.68 646.00 450.44 0
49 275.68 646.00 417.44 1
49 275.68 646.00 406.94 0
49 275.68 646.00 401.04 1
49 275.68 646.00 397.44 0
49 275.68 646.00 394.54 1
49 275.68 646.00 385.74 0
49 275.68 646.00 379.24 1
49 275.68 646.00 369.24 0
49 275.68 646.00 358.04 1
49 275.68 646.00 337.44 0
49 275.68 646.00 322.14 1
49 275.68 646.00 317.83 -999
50 280.65 646.00 489.80 1
50 280.65 646.00 477.80 0
50 280.65 646.00 456.90 1
50 280.65 646.00 448.20 0
50 280.65 646.00 415.70 1
50 280.65 646.00 405.20 0
50 280.65 646.00 399.40 1
50 280.65 646.00 395.90 0
50 280.65 646.00 393.00 1
50 280.65 646.00 384.30 0
50 280.65 646.00 377.90 1
