# 2D_CellID X Y Z_meter Indicator
2167 623.11 566.05 402.09 0
2167 623.11 566.05 401.49 1
2167 623.11 566.05 397.89 0
2167 623.11 566.05 393.99 1
2167 623.11 566.05 389.42 -999
2168 628.08 566.05 479.20 1
2168 628.08 566.05 455.70 0
2168 628.08 566.05 427.10 1
2168 628.08 566.05 412.50 0
2168 628.08 566.05 409.20 1
2168 628.08 566.05 407.40 0
2168 628.08 566.05 407.10 1
2168 628.08 566.05 403.20 0
2168 628.08 566.05 402.60 1
2168 628.08 566.05 399.00 0
2168 628.08 566.05 395.20 1
2168 628.08 566.05 390.59 -999
2169 633.04 566.05 480.40 1
2169 633.04 566.05 457.20 0
2169 633.04 566.05 435.40 1
2169 633.04 566.05 434.00 0
2169 633.04 566.05 429.00 1
2169 633.04 566.05 413.30 0
2169 633.04 566.05 411.30 1
2169 633.04 566.05 410.10 0
2169 633.04 566.05 406.90 1
2169 633.04 566.05 405.40 0
2169 633.04 566.05 404.80 1
2169 633.04 566.05 401.30 0
2169 633.04 566.05 394.80 1
2169 633.04 566.05 392.92 -999
2170 638.00 566.05 481.60 1
2170 638.00 566.05 458.70 0
2170 638.00 566.05 437.20 1
2170 638.00 566.05 415.40 0
2170 638.00 566.05 406.90 1
2170 638.00 566.05 403.50 0
2170 638.00 566.05 397.10 1
2170 638.00 566.05 395.22 -999
2171 642.97 566.05 482.77 1
2171 642.97 566.05 460.17 0
2171 642.97 566.05 438.97 1
2171 642.97 566.05 417.37 0
2171 642.97 566.05 409.07 1
2171 642.97 566.05 405.57 0
2171 642.97 566.05 399.27 1
2171 642.97 566.05 397.48 -999
2172 647.93 566.05 483.34 1
2172 647.93 566.05 460.94 0
2172 647.93 566.05 439.74 1
2172 647.93 566.05 418.34 0
2172 647.93 566.05 410.14 1
2172 647.93 566.05 406.64 0
2172 647.93 566.05 400.44 1
2172 647.93 566.05 398.59 -999
2173 652.89 566.05 484.48 1
2173 652.89 566.05 462.28 0
2173 652.89 566.05 441.48 1
2173 652.89 566.05 420.28 0
2173 652.89 566.05 412.18 1
2173 652.89 566.05 408.78 0
2173 652.89 566.05 402.58 1
2173 652.89 566.05 400.78 -999
2174 657.86 566.05 485.59 1
2174 657.86 566.05 463.69 0
2174 657.86 566.05 443.09 1
2174 657.86 566.05 422.19 0
2174 657.86 566.05 414.19 1
2174 657.86 566.05 410.79 0
2174 657.86 566.05 404.69 1
2174 657.86 566.05 402.92 -999
2175 662.82 566.05 486.66 1
2175 662.82 566.05 465.06 0
2175 662.82 566.05 444.66 1
2175 662.82 566.05 424.06 0
2175 662.82 566.05 416.06 1
2175 662.82 566.05 412.76 0
2175 662.82 566.05 406.76 1
2175 662.82 566.05 404.99 -999
2176 32.48 561.05 546.01 1
2176 32.48 561.05 539.61 0
2176 32.48 561.05 528.61 1
2176 32.48 561.05 521.91 0
2176 32.48 561.05 517.01 1
2176 32.48 561.05 510.31 0
2176 32.48 561.05 500.01 1
2176 32.48 561.05 481.11 0
2176 32.48 561.05 473.81 1
2176 32.48 561.05 455.51 0
2176 32.48 561.05 452.51 1
2176 32.48 561.05 442.11 0
2176 32.48 561.05 420.81 1
2176 32.48 561.05 405.61 0
2176 32.48 561.05 398.91 1
2176 32.48 561.05 381.21 0
2176 32.48 561.05 372.11 1
2176 32.48 561.05 369.11 0
2176 32.48 561.05 365.17 -999
2177 37.44 561.05 545.49 1
2177 37.44 561.05 538.99 0
2177 37.44 561.05 527.99 1
2177 37.44 561.05 521.29 0
2177 37.44 561.05 516.39 1
2177 37.44 561.05 509.69 0
2177 37.44 561.05 499.39 1
2177 37.44 561.05 480.39 0
2177 37.44 561.05 473.09 1
2177 37.44 561.05 454.79 0
2177 37.44 561.05 451.69 1
2177 37.44 561.05 441.39 0
2177 37.44 561.05 419.99 1
2177 37.44 561.05 404.69 0
2177 37.44 561.05 397.99 1
2177 37.44 561.05 380.29 0
2177 37.44 561.05 371.09 1
2177 37.44 561.05 368.09 0
2177 37.44 561.05 364.16 -999
2178 42.41 561.05 544.41 1
2178 42.41 561.05 537.91 0
2178 42.41 561.05 526.91 1
2178 42.41 561.05 520.11 0
2178 42.41 561.05 515.21 1
2178 42.41 561.05 508.41 0
2178 42.41 561.05 498.01 1
2178 42.41 561.05 479.01 0
2178 42.41 561.05 471.61 1
2178 42.41 561.05 453.21 0
2178 42.41 561.05 450.11 1
2178 42.41 561.05 439.71 0
2178 42.41 561.05 418.21 1
2178 42.41 561.05 402.91 0
2178 42.41 561.05 396.11 1
2178 42.41 561.05 378.31 0
2178 42.41 561.05 369.11 1
2178 42.41 561.05 366.01 0
2178 42.41 561.05 362.09 -999
2179 47.37 561.05 543.31 1
2179 47.37 561.05 536.81 0
2179 47.37 561.05 525.71 1
2179 47.37 561.05 518.91 0
2179 47.37 561.05 513.91 1
2179 47.37 561.05 507.11 0
2179 47.37 561.05 496.61 1
2179 47.37 561.05 477.51 0
2179 47.37 561.05 470.11 1
2179 47.37 561.05 451.61 0
2179 47.37 561.05 448.51 1
2179 47.37 561.05 438.01 0
2179 47.37 561.05 416.41 1
2179 47.37 561.05 400.91 0
2179 47.37 561.05 394.21 1
2179 47.37 561.05 376.31 0
2179 47.37 561.05 367.01 1
2179 47.37 561.05 363.91 0
2179 47.37 561.05 359.95 -999
2180 52.33 561.05 542.18 1
2180 52.33 561.05 535.58 0
2180 52.33 561.05 524.48 1
2180 52.33 561.05 517.58 0
2180 52.33 561.05 512.68 1
2180 52.33 561.05 505.78 0
2180 52.33 561.05 495.28 1
2180 52.33 561.05 475.98 0
2180 52.33 561.05 468.58 1
2180 52.33 561.05 449.88 0
2180 52.33 561.05 446.78 1
2180 52.33 561.05 436.28 0
2180 52.33 561.05 414.58 1
2180 52.33 561.05 398.98 0
2180 52.33 561.05 392.18 1
2180 52.33 561.05 374.18 0
2180 52.33 561.05 364.88 1
2180 52.33 561.05 361.78 0
2180 52.33 561.05 357.77 -999
2181 57.30 561.05 541.60 1
2181 57.30 561.05 535.00 0
2181 57.30 561.05 523.80 1
2181 57.30 561.05 517.00 0
2181 57.30 561.05 512.00 1
2181 57.30 561.05 505.10 0
2181 57.30 561.05 494.50 1
2181 57.30 561.05 475.20 0
2181 57.30 561.05 467.80 1
2181 57.30 561.05 449.10 0
2181 57.30 561.05 446.00 1
2181 57.30 561.05 435.40 0
2181 57.30 561.05 413.60 1
2181 57.30 561.05 398.00 0
2181 57.30 561.05 391.20 1
2181 57.30 561.05 373.10 0
2181 57.30 561.05 363.80 1
2181 57.30 561.05 360.70 0
2181 57.30 561.05 356.66 -999
2182 62.26 561.05 540.43 1
2182 62.26 561.05 533.83 0
2182 62.26 561.05 522.53 1
2182 62.26 561.05 515.63 0
2182 62.26 561.05 510.63 1
2182 62.26 561.05 503.73 0
2182 62.26 561.05 493.13 1
2182 62.26 561.05 473.63 0
2182 62.26 561.05 466.13 1
2182 62.26 561.05 447.33 0
2182 62.26 561.05 444.23 1
2182 62.26 561.05 433.63 0
2182 62.26 561.05 411.63 1
2182 62.26 561.05 396.03 0
2182 62.26 561.05 389.13 1
2182 62.26 561.05 370.93 0
2182 62.26 561.05 361.53 1
2182 62.26 561.05 358.43 0
2182 62.26 561.05 354.41 -999
2183 67.22 561.05 539.25 1
2183 67.22 561.05 532.55 0
2183 67.22 561.05 521.25 1
2183 67.22 561.05 514.35 0
2183 67.22 561.05 509.25 1
2183 67.22 561.05 502.35 0
2183 67.22 561.05 491.65 1
2183 67.22 561.05 472.05 0
2183 67.22 561.05 464.55 1
2183 67.22 561.05 445.65 0
2183 67.22 561.05 442.45 1
2183 67.22 561.05 431.75 0
2183 67.22 561.05 409.75 1
2183 67.22 561.05 393.95 0
2183 67.22 561.05 387.05 1
2183 67.22 561.05 368.75 0
2183 67.22 561.05 359.35 1
2183 67.22 561.05 356.15 0
2183 67.22 561.05 352.12 -999
2184 72.19 561.05 538.05 1
2184 72.19 561.05 531.35 0
2184 72.19 561.05 519.95 1
2184 72.19 561.05 512.95 0
2184 72.19 561.05 507.85 1
2184 72.19 561.05 500.95 0
2184 72.19 561.05 490.15 1
2184 72.19 561.05 470.45 0
2184 72.19 561.05 462.85 1
2184 72.19 561.05 443.85 0
2184 72.19 561.05 440.75 1
2184 72.19 561.05 429.95 0
2184 72.19 561.05 407.75 1
2184 72.19 561.05 391.95 0
2184 72.19 561.05 384.95 1
2184 72.19 561.05 366.55 0
2184 72.19 561.05 357.05 1
2184 72.19 561.05 353.85 0
2184 72.19 561.05 349.80 -999
2185 77.15 561.05 536.83 1
2185 77.15 561.05 530.13 0
2185 77.15 561.05 518.63 1
2185 77.15 561.05 511.63 0
2185 77.15 561.05 506.53 1
2185 77.15 561.05 499.53 0
2185 77.15 561.05 488.63 1
2185 77.15 561.05 468.83 0
2185 77.15 561.05 461.23 1
2185 77.15 561.05 442.13 0
2185 77.15 561.05 438.93 1
2185 77.15 561.05 428.03 0
2185 77.15 561.05 405.73 1
2185 77.15 561.05 389.83 0
2185 77.15 561.05 382.83 1
2185 77.15 561.05 364.33 0
2185 77.15 561.05 354.73 1
2185 77.15 561.05 351.53 0
2185 77.15 561.05 347.46 -999
2186 82.11 561.05 536.22 1
2186 82.11 561.05 529.42 0
2186 82.11 561.05 517.92 1
2186 82.11 561.05 510.92 0
2186 82.11 561.05 505.82 1
2186 82.11 561.05 498.72 0
2186 82.11 561.05 487.92 1
2186 82.11 561.05 468.02 0
2186 82.11 561.05 460.42 1
2186 82.11 561.05 441.22 0
2186 82.11 561.05 438.02 1
2186 82.11 561.05 427.12 0
2186 82.11 561.05 404.72 1
2186 82.11 561.05 388.72 0
2186 82.11 561.05 381.72 1
2186 82.11 561.05 363.22 0
2186 82.11 561.05 353.62 1
2186 82.11 561.05 350.42 0
2186 82.11 561.05 346.28 -999
2187 87.08 561.05 535.00 1
2187 87.08 561.05 528.20 0
2187 87.08 561.05 516.60 1
2187 87.08 561.05 509.50 0
2187 87.08 561.05 504.40 1
2187 87.08 561.05 497.30 0
2187 87.08 561.05 486.40 1
2187 87.08 561.05 466.40 0
2187 87.08 561.05 458.70 1
2187 87.08 561.05 439.40 0
2187 87.08 561.05 436.20 1
2187 87.08 561.05 425.30 0
2187 87.08 561.05 402.70 1
2187 87.08 561.05 386.70 0
2187 87.08 561.05 379.60 1
2187 87.08 561.05 360.90 0
2187 87.08 561.05 351.30 1
2187 87.08 561.05 348.10 0
2187 87.08 561.05 343.93 -999
2188 92.04 561.05 533.77 1
2188 92.04 561.05 526.97 0
2188 92.04 561.05 515.27 1
2188 92.04 561.05 508.17 0
2188 92.04 561.05 502.97 1
2188 92.04 561.05 495.87 0
2188 92.04 561.05 484.87 1
2188 92.04 561.05 464.77 0
2188 92.04 561.05 457.07 1
2188 92.04 561.05 437.57 0
2188 92.04 561.05 434.37 1
2188 92.04 561.05 423.37 0
2188 92.04 561.05 400.67 1
2188 92.04 561.05 384.57 0
2188 92.04 561.05 377.37 1
2188 92.04 561.05 358.67 0
2188 92.04 561.05 348.97 1
2188 92.04 561.05 345.67 0
2188 92.04 561.05 341.55 -999
2189 97.00 561.05 532.54 0
2189 97.00 561.05 530.84 1
2189 97.00 561.05 525.64 0
2189 97.00 561.05 524.34 1
2189 97.00 561.05 519.84 0
2189 97.00 561.05 513.94 1
2189 97.00 561.05 506.74 0
2189 97.00 561.05 501.54 1
2189 97.00 561.05 487.24 0
2189 97.00 561.05 470.34 1
2189 97.00 561.05 439.04 0
2189 97.00 561.05 438.44 1
2189 97.00 561.05 435.84 0
2189 97.00 561.05 432.54 1
2189 97.00 561.05 420.84 0
2189 97.00 561.05 390.24 1
2189 97.00 561.05 381.74 0
2189 97.00 561.05 372.64 1
2189 97.00 561.05 359.64 0
2189 97.00 561.05 346.64 1
2189 97.00 561.05 339.18 -999
2190 101.97 561.05 531.92 0
2190 101.97 561.05 523.72 1
2190 101.97 561.05 519.12 0
2190 101.97 561.05 509.32 1
2190 101.97 561.05 506.12 0
2190 101.97 561.05 493.72 1
2190 101.97 561.05 486.52 0
2190 101.97 561.05 463.02 1
2190 101.97 561.05 438.22 0
2190 101.97 561.05 420.52 1
2190 101.97 561.05 417.32 0
2190 101.97 561.05 386.62 1
2190 101.97 561.05 380.02 0
2190 101.97 561.05 371.62 1
2190 101.97 561.05 365.72 0
2190 101.97 561.05 348.02 1
2190 101.97 561.05 338.00 -999
2191 106.93 561.05 530.70 0
2191 106.93 561.05 522.40 1
2191 106.93 561.05 517.80 0
2191 106.93 561.05 508.00 1
2191 106.93 561.05 504.70 0
2191 106.93 561.05 492.20 1
2191 106.93 561.05 485.00 0
2191 106.93 561.05 461.40 1
2191 106.93 561.05 436.40 0
2191 106.93 561.05 418.70 1
2191 106.93 561.05 415.40 0
2191 106.93 561.05 384.50 1
2191 106.93 561.05 377.90 0
2191 106.93 561.05 369.40 1
2191 106.93 561.05 363.50 0
2191 106.93 561.05 345.80 1
2191 106.93 561.05 335.64 -999
2192 111.89 561.05 530.25 0
2192 111.89 561.05 521.95 1
2192 111.89 561.05 517.25 0
2192 111.89 561.05 507.35 1
2192 111.89 561.05 504.05 0
2192 111.89 561.05 491.45 1
2192 111.89 561.05 484.15 0
2192 111.89 561.05 460.25 1
2192 111.89 561.05 435.05 0
2192 111.89 561.05 417.15 1
2192 111.89 561.05 413.85 0
2192 111.89 561.05 382.65 1
2192 111.89 561.05 376.05 0
2192 111.89 561.05 367.45 1
2192 111.89 561.05 361.45 0
2192 111.89 561.05 343.55 1
2192 111.89 561.05 333.32 -999
2193 116.86 561.05 529.14 0
2193 116.86 561.05 520.74 1
2193 116.86 561.05 516.04 0
2193 116.86 561.05 506.04 1
2193 116.86 561.05 502.74 0
2193 116.86 561.05 490.04 1
2193 116.86 561.05 482.74 0
2193 116.86 561.05 458.74 1
2193 116.86 561.05 433.34 0
2193 116.86 561.05 415.34 1
2193 116.86 561.05 412.04 0
2193 116.86 561.05 380.64 1
2193 116.86 561.05 373.94 0
2193 116.86 561.05 365.34 1
2193 116.86 561.05 359.34 0
2193 116.86 561.05 341.34 1
2193 116.86 561.05 331.00 -999
2194 121.82 561.05 528.03 0
2194 121.82 561.05 519.63 1
2194 121.82 561.05 514.93 0
2194 121.82 561.05 504.83 1
2194 121.82 561.05 501.43 0
2194 121.82 561.05 488.73 1
2194 121.82 561.05 481.33 0
2194 121.82 561.05 457.13 1
2194 121.82 561.05 431.63 0
2194 121.82 561.05 413.53 1
2194 121.82 561.05 410.23 0
2194 121.82 561.05 378.63 1
2194 121.82 561.05 371.93 0
2194 121.82 561.05 363.23 1
2194 121.82 561.05 357.13 0
2194 121.82 561.05 339.03 1
2194 121.82 561.05 328.69 -999
2195 126.78 561.05 528.09 0
2195 126.78 561.05 519.59 1
2195 126.78 561.05 514.89 0
2195 126.78 561.05 504.79 1
2195 126.78 561.05 501.49 0
2195 126.78 561.05 488.69 1
2195 126.78 561.05 481.29 0
2195 126.78 561.05 456.99 1
2195 126.78 561.05 431.49 0
2195 126.78 561.05 413.29 1
2195 126.78 561.05 409.89 0
2195 126.78 561.05 378.29 1
2195 126.78 561.05 371.59 0
2195 126.78 561.05 362.79 1
2195 126.78 561.05 356.69 0
2195 126.78 561.05 338.59 1
2195 126.78 561.05 328.18 -999
2196 131.75 561.05 527.00 0
2196 131.75 561.05 518.50 1
2196 131.75 561.05 513.70 0
2196 131.75 561.05 503.60 1
2196 131.75 561.05 500.20 0
2196 131.75 561.05 487.30 1
2196 131.75 561.05 479.90 0
2196 131.75 561.05 455.50 1
2196 131.75 561.05 429.80 0
2196 131.75 561.05 411.50 1
2196 131.75 561.05 408.10 0
2196 131.75 561.05 376.30 1
2196 131.75 561.05 369.50 0
2196 131.75 561.05 360.70 1
2196 131.75 561.05 354.60 0
2196 131.75 561.05 336.30 1
2196 131.75 561.05 325.89 -999
2197 136.71 561.05 525.88 0
2197 136.71 561.05 517.28 1
2197 136.71 561.05 512.58 0
2197 136.71 561.05 502.38 1
2197 136.71 561.05 498.98 0
2197 136.71 561.05 485.98 1
2197 136.71 561.05 478.48 0
2197 136.71 561.05 453.98 1
2197 136.71 561.05 428.08 0
2197 136.71 561.05 409.68 1
2197 136.71 561.05 406.28 0
2197 136.71 561.05 374.28 1
2197 136.71 561.05 367.48 0
2197 136.71 561.05 358.68 1
2197 136.71 561.05 352.48 0
2197 136.71 561.05 334.08 1
2197 136.71 561.05 323.62 -999
2198 141.67 561.05 524.74 0
2198 141.67 561.05 516.14 1
2198 141.67 561.05 511.34 0
2198 141.67 561.05 501.04 1
2198 141.67 561.05 497.64 0
2198 141.67 561.05 484.64 1
2198 141.67 561.05 477.14 0
2198 141.67 561.05 452.44 1
2198 141.67 561.05 426.44 0
2198 141.67 561.05 407.94 1
2198 141.67 561.05 404.54 0
2198 141.67 561.05 372.34 1
2198 141.67 561.05 365.44 0
2198 141.67 561.05 356.54 1
2198 141.67 561.05 350.44 0
2198 141.67 561.05 331.94 1
2198 141.67 561.05 321.37 -999
2199 146.64 561.05 524.16 0
2199 146.64 561.05 515.56 1
2199 146.64 561.05 510.76 0
2199 146.64 561.05 500.46 1
2199 146.64 561.05 496.96 0
2199 146.64 561.05 483.96 1
2199 146.64 561.05 476.36 0
2199 146.64 561.05 451.66 1
2199 146.64 561.05 425.56 0
2199 146.64 561.05 407.06 1
2199 146.64 561.05 403.66 0
2199 146.64 561.05 371.36 1
2199 146.64 561.05 364.46 0
2199 146.64 561.05 355.56 1
2199 146.64 561.05 349.36 0
2199 146.64 561.05 330.86 1
2199 146.64 561.05 320.25 -999
2200 151.60 561.05 522.95 0
2200 151.60 561.05 514.25 1
2200 151.60 561.05 509.45 0
2200 151.60 561.05 499.05 1
2200 151.60 561.05 495.65 0
2200 151.60 561.05 482.55 1
2200 151.60 561.05 474.95 0
2200 151.60 561.05 450.15 1
2200 151.60 561.05 423.85 0
2200 151.60 561.05 405.25 1
2200 151.60 561.05 401.85 0
2200 151.60 561.05 369.35 1
2200 151.60 561.05 362.45 0
2200 151.60 561.05 353.55 1
2200 151.60 561.05 347.35 0
2200 151.60 561.05 328.65 1
2200 151.60 561.05 318.03 -999
2201 156.56 561.05 521.70 0
2201 156.56 561.05 513.00 1
2201 156.56 561.05 508.10 0
2201 156.56 561.05 497.70 1
2201 156.56 561.05 494.30 0
2201 156.56 561.05 481.10 1
2201 156.56 561.05 473.50 0
2201 156.56 561.05 448.50 1
2201 156.56 561.05 422.20 0
2201 156.56 561.05 403.50 1
2201 156.56 561.05 400.00 0
2201 156.56 561.05 367.40 1
2201 156.56 561.05 360.50 0
2201 156.56 561.05 351.50 1
2201 156.56 561.05 345.30 0
2201 156.56 561.05 326.50 1
2201 156.56 561.05 315.85 -999
2202 161.53 561.05 520.37 0
2202 161.53 561.05 511.67 1
2202 161.53 561.05 506.77 0
2202 161.53 561.05 496.27 1
2202 161.53 561.05 492.87 0
2202 161.53 561.05 479.57 1
2202 161.53 561.05 471.97 0
2202 161.53 561.05 446.87 1
2202 161.53 561.05 420.47 0
2202 161.53 561.05 401.67 1
2202 161.53 561.05 398.17 0
2202 161.53 561.05 365.47 1
2202 161.53 561.05 358.57 0
2202 161.53 561.05 349.47 1
2202 161.53 561.05 343.17 0
2202 161.53 561.05 324.47 1
2202 161.53 561.05 313.69 -999
2203 166.49 561.05 519.69 0
2203 166.49 561.05 517.89 1
2203 166.49 561.05 512.29 0
2203 166.49 561.05 510.89 1
2203 166.49 561.05 506.09 0
2203 166.49 561.05 495.59 1
2203 166.49 561.05 492.09 0
2203 166.49 561.05 478.89 1
2203 166.49 561.05 471.19 0
2203 166.49 561.05 446.09 1
2203 166.49 561.05 419.59 0
2203 166.49 561.05 411.19 1
2203 166.49 561.05 407.69 0
2203 166.49 561.05 400.79 1
2203 166.49 561.05 397.29 0
2203 166.49 561.05 364.49 1
2203 166.49 561.05 358.19 0
2203 166.49 561.05 348.49 1
2203 166.49 561.05 342.19 0
2203 166.49 561.05 341.49 1
2203 166.49 561.05 337.99 0
2203 166.49 561.05 335.89 1
2203 166.49 561.05 334.49 0
2203 166.49 561.05 323.39 1
2203 166.49 561.05 312.62 -999
2204 171.45 561.05 518.25 0
2204 171.45 561.05 516.45 1
2204 171.45 561.05 510.85 0
2204 171.45 561.05 509.45 1
2204 171.45 561.05 504.55 0
2204 171.45 561.05 494.05 1
2204 171.45 561.05 490.55 0
2204 171.45 561.05 477.25 1
2204 171.45 561.05 469.55 0
2204 171.45 561.05 444.45 1
2204 171.45 561.05 417.85 0
2204 171.45 561.05 409.45 1
2204 171.45 561.05 405.95 0
2204 171.45 561.05 398.95 1
2204 171.45 561.05 395.45 0
2204 171.45 561.05 362.55 1
2204 171.45 561.05 356.25 0
2204 171.45 561.05 346.45 1
2204 171.45 561.05 340.15 0
2204 171.45 561.05 339.45 1
2204 171.45 561.05 335.95 0
2204 171.45 561.05 333.85 1
2204 171.45 561.05 332.55 0
2204 171.45 561.05 321.35 1
2204 171.45 561.05 317.85 0
2204 171.45 561.05 315.05 1
2204 171.45 561.05 310.52 -999
2205 176.42 561.05 516.71 1
2205 176.42 561.05 509.31 0
2205 176.42 561.05 507.91 1
2205 176.42 561.05 503.01 0
2205 176.42 561.05 492.51 1
2205 176.42 561.05 489.01 0
2205 176.42 561.05 475.61 1
2205 176.42 561.05 467.91 0
2205 176.42 561.05 442.71 1
2205 176.42 561.05 416.01 0
2205 176.42 561.05 407.61 1
2205 176.42 561.05 404.11 0
2205 176.42 561.05 397.11 1
2205 176.42 561.05 393.61 0
2205 176.42 561.05 363.41 1
2205 176.42 561.05 355.01 0
2205 176.42 561.05 344.51 1
2205 176.42 561.05 330.51 0
2205 176.42 561.05 317.91 1
2205 176.42 561.05 315.81 0
2205 176.42 561.05 311.61 1
2205 176.42 561.05 308.47 -999
2206 181.38 561.05 515.34 1
2206 181.38 561.05 499.44 0
2206 181.38 561.05 491.04 1
2206 181.38 561.05 487.54 0
2206 181.38 561.05 474.14 1
2206 181.38 561.05 461.44 0
2206 181.38 561.05 450.94 1
2206 181.38 561.05 449.54 0
2206 181.38 561.05 441.04 1
2206 181.38 561.05 414.34 0
2206 181.38 561.05 413.64 1
2206 181.38 561.05 410.84 0
2206 181.38 561.05 405.94 1
2206 181.38 561.05 398.84 0
2206 181.38 561.05 395.34 1
2206 181.38 561.05 391.84 0
2206 181.38 561.05 361.64 1
2206 181.38 561.05 356.64 0
2206 181.38 561.05 349.64 1
2206 181.38 561.05 345.44 0
2206 181.38 561.05 342.64 1
2206 181.38 561.05 340.44 0
2206 181.38 561.05 339.74 1
2206 181.38 561.05 328.54 0
2206 181.38 561.05 315.84 1
2206 181.38 561.05 313.74 0
2206 181.38 561.05 309.54 1
2206 181.38 561.05 306.42 -999
2207 186.34 561.05 513.57 1
2207 186.34 561.05 485.67 0
2207 186.34 561.05 470.27 1
2207 186.34 561.05 459.67 0
2207 186.34 561.05 449.07 1
2207 186.34 561.05 446.27 0
2207 186.34 561.05 439.27 1
2207 186.34 561.05 412.47 0
2207 186.34 561.05 411.77 1
2207 186.34 561.05 406.87 0
2207 186.34 561.05 404.07 1
2207 186.34 561.05 396.97 0
2207 186.34 561.05 393.47 1
2207 186.34 561.05 389.97 0
2207 186.34 561.05 359.67 1
2207 186.34 561.05 354.77 0
2207 186.34 561.05 347.77 1
2207 186.34 561.05 343.47 0
2207 186.34 561.05 340.67 1
2207 186.34 561.05 338.57 0
2207 186.34 561.05 337.87 1
2207 186.34 561.05 326.57 0
2207 186.34 561.05 313.97 1
2207 186.34 561.05 311.87 0
2207 186.34 561.05 307.57 1
2207 186.34 561.05 304.48 -999
2208 191.31 561.05 513.32 1
2208 191.31 561.05 485.52 0
2208 191.31 561.05 470.02 1
2208 191.31 561.05 446.12 0
2208 191.31 561.05 430.62 1
2208 191.31 561.05 406.72 0
2208 191.31 561.05 403.92 1
2208 191.31 561.05 396.82 0
2208 191.31 561.05 393.32 1
2208 191.31 561.05 389.82 0
2208 191.31 561.05 374.32 1
2208 191.31 561.05 361.72 0
2208 191.31 561.05 359.52 1
2208 191.31 561.05 355.32 0
2208 191.31 561.05 347.62 1
2208 191.31 561.05 342.02 0
2208 191.31 561.05 337.72 1
2208 191.31 561.05 326.52 0
2208 191.31 561.05 307.52 1
2208 191.31 561.05 304.40 -999
2209 196.27 561.05 511.34 1
2209 196.27 561.05 483.54 0
2209 196.27 561.05 477.94 1
2209 196.27 561.05 474.34 0
2209 196.27 561.05 468.04 1
2209 196.27 561.05 444.14 0
2209 196.27 561.05 428.64 1
2209 196.27 561.05 404.74 0
2209 196.27 561.05 401.94 1
2209 196.27 561.05 359.74 0
2209 196.27 561.05 357.64 1
2209 196.27 561.05 353.44 0
2209 196.27 561.05 347.84 1
2209 196.27 561.05 340.04 0
2209 196.27 561.05 335.84 1
2209 196.27 561.05 324.64 0
2209 196.27 561.05 305.64 1
2209 196.27 561.05 302.51 -999
2210 201.23 561.05 509.22 1
2210 201.23 561.05 482.12 0
2210 201.23 561.05 475.82 1
2210 201.23 561.05 472.32 0
2210 201.23 561.05 461.82 1
2210 201.23 561.05 442.12 0
2210 201.23 561.05 426.72 1
2210 201.23 561.05 402.82 0
2210 201.23 561.05 400.02 1
2210 201.23 561.05 357.92 0
2210 201.23 561.05 355.82 1
2210 201.23 561.05 351.52 0
2210 201.23 561.05 345.92 1
2210 201.23 561.05 338.22 0
2210 201.23 561.05 334.02 1
2210 201.23 561.05 322.82 0
2210 201.23 561.05 303.82 1
2210 201.23 561.05 300.72 -999
2211 206.20 561.05 506.97 1
2211 206.20 561.05 479.97 0
2211 206.20 561.05 473.67 1
2211 206.20 561.05 470.17 0
2211 206.20 561.05 459.67 1
2211 206.20 561.05 440.07 0
2211 206.20 561.05 424.67 1
2211 206.20 561.05 400.87 0
2211 206.20 561.05 398.07 1
2211 206.20 561.05 356.07 0
2211 206.20 561.05 353.97 1
2211 206.20 561.05 349.77 0
2211 206.20 561.05 344.17 1
2211 206.20 561.05 336.47 0
2211 206.20 561.05 332.27 1
2211 206.20 561.05 321.07 0
2211 206.20 561.05 302.07 1
2211 206.20 561.05 299.02 -999
2212 211.16 561.05 505.99 1
2212 211.16 561.05 478.89 0
2212 211.16 561.05 472.59 1
2212 211.16 561.05 469.09 0
2212 211.16 561.05 458.59 1
2212 211.16 561.05 438.99 0
2212 211.16 561.05 423.49 1
2212 211.16 561.05 399.69 0
2212 211.16 561.05 396.89 1
2212 211.16 561.05 354.79 0
2212 211.16 561.05 352.69 1
2212 211.16 561.05 348.49 0
2212 211.16 561.05 342.89 1
2212 211.16 561.05 335.19 0
2212 211.16 561.05 330.99 1
2212 211.16 561.05 319.69 0
2212 211.16 561.05 300.79 1
2212 211.16 561.05 297.68 -999
2213 216.12 561.05 503.59 1
2213 216.12 561.05 476.59 0
2213 216.12 561.05 470.39 1
2213 216.12 561.05 466.89 0
2213 216.12 561.05 456.39 1
2213 216.12 561.05 436.79 0
2213 216.12 561.05 421.39 1
2213 216.12 561.05 397.69 0
2213 216.12 561.05 394.89 1
2213 216.12 561.05 352.99 0
2213 216.12 561.05 350.89 1
2213 216.12 561.05 346.69 0
2213 216.12 561.05 341.09 1
2213 216.12 561.05 333.39 0
2213 216.12 561.05 329.19 1
2213 216.12 561.05 317.99 0
2213 216.12 561.05 299.09 1
2213 216.12 561.05 296.04 -999
2214 221.09 561.05 501.09 1
2214 221.09 561.05 474.29 0
2214 221.09 561.05 467.99 1
2214 221.09 561.05 464.49 0
2214 221.09 561.05 454.09 1
2214 221.09 561.05 434.59 0
2214 221.09 561.05 419.29 1
2214 221.09 561.05 395.69 0
2214 221.09 561.05 392.89 1
2214 221.09 561.05 351.09 0
2214 221.09 561.05 349.09 1
2214 221.09 561.05 344.89 0
2214 221.09 561.05 339.29 1
