# Cell2D, Z_m, indicator
1 32.48 646.00 562.81 1
1 32.48 646.00 555.78 0
1 32.48 646.00 545.73 1
1 32.48 646.00 539.71 0
1 32.48 646.00 535.69 1
1 32.48 646.00 528.65 0
1 32.48 646.00 520.12 1
1 32.48 646.00 503.04 0
1 32.48 646.00 496.01 1
1 32.48 646.00 479.43 0
1 32.48 646.00 476.92 1
1 32.48 646.00 467.38 0
1 32.48 646.00 448.29 1
1 32.48 646.00 434.23 0
1 32.48 646.00 428.20 1
1 32.48 646.00 412.13 0
1 32.48 646.00 404.09 1
1 32.48 646.00 401.08 0
1 32.48 646.00 397.56 -999
2 37.44 646.00 561.87 1
2 37.44 646.00 554.84 0
2 37.44 646.00 544.81 1
2 37.44 646.00 538.78 0
2 37.44 646.00 534.27 1
2 37.44 646.00 527.74 0
2 37.44 646.00 518.71 1
2 37.44 646.00 501.64 0
2 37.44 646.00 495.12 1
2 37.44 646.00 478.05 0
2 37.44 646.00 475.54 1
2 37.44 646.00 466.01 0
2 37.44 646.00 446.43 1
2 37.44 646.00 432.88 0
2 37.44 646.00 426.36 1
2 37.44 646.00 410.30 0
2 37.44 646.00 402.26 1
2 37.44 646.00 399.25 0
2 37.44 646.00 395.74 -999
3 42.41 646.00 560.92 1
3 42.41 646.00 553.90 0
3 42.41 646.00 543.87 1
3 42.41 646.00 537.85 0
3 42.41 646.00 533.34 1
3 42.41 646.00 526.82 0
3 42.41 646.00 517.79 1
3 42.41 646.00 500.23 0
3 42.41 646.00 493.71 1
3 42.41 646.00 476.66 0
3 42.41 646.00 474.16 1
3 42.41 646.00 464.63 0
3 42.41 646.00 445.07 1
3 42.41 646.00 431.02 0
3 42.41 646.00 425.00 1
3 42.41 646.00 408.96 0
3 42.41 646.00 400.43 1
3 42.41 646.00 397.42 0
3 42.41 646.00 393.91 -999
4 47.37 646.00 559.98 1
4 47.37 646.00 552.94 0
4 47.37 646.00 542.89 1
4 47.37 646.00 536.86 0
4 47.37 646.00 532.33 1
4 47.37 646.00 525.30 0
4 47.37 646.00 516.25 1
4 47.37 646.00 499.16 0
4 47.37 646.00 492.12 1
4 47.37 646.00 475.53 0
4 47.37 646.00 472.52 1
4 47.37 646.00 462.97 0
4 47.37 646.00 443.36 1
4 47.37 646.00 429.29 0
4 47.37 646.00 423.26 1
4 47.37 646.00 407.17 0
4 47.37 646.00 398.62 1
4 47.37 646.00 395.61 0
4 47.37 646.00 392.09 -999
5 52.33 646.00 559.00 1
5 52.33 646.00 551.97 0
5 52.33 646.00 541.92 1
5 52.33 646.00 535.39 0
5 52.33 646.00 530.87 1
5 52.33 646.00 524.34 0
5 52.33 646.00 515.29 1
5 52.33 646.00 497.71 0
5 52.33 646.00 491.18 1
5 52.33 646.00 477.11 0
5 52.33 646.00 475.60 1
5 52.33 646.00 474.10 0
5 52.33 646.00 471.08 1
5 52.33 646.00 461.54 0
5 52.33 646.00 441.95 1
5 52.33 646.00 427.88 0
5 52.33 646.00 421.35 1
5 52.33 646.00 405.27 0
5 52.33 646.00 396.73 1
5 52.33 646.00 393.72 0
5 52.33 646.00 390.20 -999
6 57.30 646.00 557.98 1
6 57.30 646.00 550.95 0
6 57.30 646.00 540.91 1
6 57.30 646.00 534.38 0
6 57.30 646.00 529.86 1
6 57.30 646.00 522.83 0
6 57.30 646.00 513.79 1
6 57.30 646.00 496.21 0
6 57.30 646.00 489.68 1
6 57.30 646.00 475.62 0
6 57.30 646.00 460.05 1
