The maximum lengh of cut log is 775.4955593149913 ft
well1,100.93292550521832,332.37553738390363,300.0,
well1,101.08262240933098,332.10380192834856,294.36291063872625,C
well1,101.4027583384698,331.5226791385371,282.3076523753234,S
well1,101.57891253769195,331.2029174049374,275.67426895123015,S
well1,101.84185296584319,330.7256180415935,265.7728037274427,S
well1,102.0600101111031,330.32961097918167,257.5577285398819,C
well1,102.24917231489015,329.9862366260208,250.4345067682372,S
well1,102.44210783297846,329.6360128106971,243.1691944835624,C
well1,102.53147580327155,329.4737887068415,239.80389285916334,C
well1,102.86461973697526,328.8690532974689,227.25879624820908,C
well1,102.96034276293364,328.69529325733913,223.65418428607495,S
well1,103.0577538505531,328.51846898413663,219.98600551548,S
well1,103.16350594873326,328.3265037945742,216.00373192660777,S
well1,103.47361280565029,327.7635861541954,204.3261352899431,S
well1,103.81748089578916,327.13938385236014,191.37720248406094,S
well1,104.14744730166022,326.54041641112457,178.95176104197418,C
well1,104.31704784972754,326.2325511118076,172.56516640367028,S
well1,104.51554404152299,325.872233352244,165.09045757347724,C
well1,104.76805820647336,325.41386013434993,155.58161087253632,S
well1,105.06168163775855,324.8808638286823,144.52472542437192,S
well1,105.38559088119864,324.2928915767081,132.32737664793885,S
well1,105.4703911552323,324.1389589270496,129.1340793287869,S
well1,105.56700786089361,323.9635766458813,125.49581435040878,S
well1,105.8383885973503,323.4709561171733,115.276515084317,C
well1,106.1752065476105,322.8595514946422,102.59306718435968,S
well1,106.39812998461937,322.4548924800247,94.1985092434976,C
well1,106.73047953636491,321.8515990626863,81.6833264247602,S
well1,107.03681307898069,321.29553088447034,70.14782030112568,S
well1,107.29895912517375,320.81967351316075,60.27626886955511,S
well1,107.41037119480582,320.6174341303541,56.08085951113759,C
well1,107.64828859127498,320.18555751608983,47.12167874218193,C
well1,107.86853098917507,319.78576522458803,38.82807985005178,S
well1,107.94608252784052,319.6449907522423,35.907745884878864,C
well1,108.13206720379492,319.30738436721845,28.904179282101722,C
well1,108.43929442611362,318.7496939479639,17.335020142223186,S
well1,108.50195130306356,318.6359568262607,14.975569781116747,S
well1,108.58605649288384,318.48328591963224,11.808447030154468,C
well1,108.63342151713917,318.3973071445888,10.024837169222963,S
well2,316.87755024035715,323.2316039912503,299.99295460343745,
well2,316.4860414851407,322.7803135338432,289.31749812839416,C
well2,316.1587600630856,322.40305764698974,280.3933590646154,S
well2,315.73389405966674,321.91331643312196,268.80833454909754,C
well2,315.4308990551625,321.5640553952706,260.54642484812047,S
well2,315.00720348150514,321.07566333075226,248.99331500068956,S
well2,314.6241803420594,320.63415420612904,238.5492398692757,S
well2,314.20633691720946,320.1525078883582,227.15570336227887,S
well2,313.9460625989994,319.85249080176357,220.0586790464709,C
well2,313.58337567665944,319.43442314708784,210.16912127306563,C
well2,313.4193692063314,319.24537359448937,205.6970784073992,S
well2,313.195085603287,318.9868428503918,199.58143013526114,C
well2,313.03400520736267,318.80116617116715,195.18917393981172,C
well2,312.7728530668315,318.50013722256034,188.06821362293869,C
well2,312.5826582305903,318.2809004532669,182.88208005882944,C
well2,312.32223760866003,317.9807147230036,175.78106640951063,S
well2,311.82070845586395,317.4026042267436,162.10563113430572,S
well2,311.59701006770024,317.1447480573208,156.00594019621101,C
well2,311.09240853678034,316.56309604401844,142.2467289172782,C
well2,310.73469594092666,316.15076227407803,132.492808483242,S
well2,310.4877352612535,315.86609176133396,125.75881351692175,S
well2,310.0360956770407,315.34548875609636,113.44374096891775,S
well2,309.68540565975593,314.941249882253,103.8813085434025,C
well2,309.49067540818896,314.71678515923026,98.57150564045679,C
well2,309.06654092337106,314.2278871637059,87.00642779249327,S
well2,308.7950012187067,313.91488451462226,79.60222479634959,S
well2,308.55550202876293,313.6388148289812,73.07168583908279,C
well2,308.32756083271386,313.3760679931665,66.85630422917347,S
well2,307.94395247838736,312.93388429386846,56.396271763716214,S
well2,307.7421996482515,312.7013246747487,50.89498085224963,C
well2,307.31148149602524,312.2048377141334,39.150382996297594,S
well2,307.0984632794351,311.9592925325247,33.3419134044953,C
well2,306.779813776871,311.5919866221239,24.6531450178569,S
well2,306.4850117806971,311.25216962971905,16.614637993487634,S
well2,306.24242836582465,310.9725447712746,10.0,C
well3,537.0884845721821,321.4557600213773,300.0,
well3,536.9400942764304,321.89244930465003,294.044562520844,S
well3,536.5494463586369,323.04206463743856,278.3664533898146,C
well3,536.1662351873189,324.1697947959187,262.986807702489,S
well3,535.7875443913093,325.2842222013878,247.78858097114016,C
well3,535.5928766159252,325.85709882299017,239.97586141536402,S
well3,535.2125818157739,326.97624656017285,224.71326021576527,C
well3,535.0289962508236,327.51650998084506,217.3453097133517,S
well3,534.7620024705027,328.30223065062324,206.62988686194643,C
well3,534.5171731110495,329.0227249185411,196.80400211726618,C
well3,534.279488860955,329.7221922542803,187.26487636751696,C
well3,534.167646026708,330.05132811103607,182.77622026318718,C
well3,533.8130152928246,331.09495054080156,168.5436105555861,S
well3,533.4264502946647,332.2325504837737,153.02936370737424,S
well3,533.0795479443734,333.253429497101,139.10692189224955,C
well3,532.7179179196896,334.3176497379803,124.59340541410364,S
well3,532.5585382354238,334.78667906188394,118.19692415982402,S
well3,532.4079076646584,335.2299611218953,112.15157636872539,S
well3,532.1030010591691,336.1272532685399,99.91457517686922,C
well3,531.6454224230974,337.47383517010405,81.55029505250553,S
well3,531.4802099964979,337.96002933660253,74.91972482277185,S
well3,531.1970303562013,338.79338244458137,63.554705064481766,C
well3,530.928140934622,339.5846816882029,52.76320329605386,C
well3,530.6303794384912,340.4609469026688,40.81296109912893,S
well3,530.4746452181839,340.9192481999507,34.562785454508,C
well3,530.242356254748,341.60283805628967,25.240192007053793,C
well3,530.0441888339636,342.1860135834489,17.2870190660052,S
well3,529.8635196401801,342.71769458282364,10.036113051318523,S
well4,449.56567347357037,334.1322335561114,300.0,
well4,449.4610866742775,334.2402062704469,296.74628095255684,C
well4,449.1196238987563,334.59272363369763,286.1232965585631,S
well4,448.74394537207655,334.980564456033,274.4358523855172,C
well4,448.3569773843547,335.38006022679735,262.3971905188753,C
well4,447.78833591586215,335.96711101381817,244.70662545990515,S
well4,447.35621008397163,336.41322657829824,231.26309281887953,C
well4,447.22004181540166,336.5538031870411,227.02686709919954,C
well4,446.9621210515924,336.8200739319177,219.00289363781562,C
well4,446.61023723510925,337.18334970910286,208.05570829588723,C
well4,446.2988217943618,337.50484697884275,198.36750330177205,C
well4,446.0344747219593,337.7777520789789,190.1436059224951,S
well4,445.6843277456365,338.1392347871749,179.25045407188918,S
well4,445.5485068450986,338.2794527821201,175.0250350504736,S
well4,445.3871543942038,338.44602889120443,170.005323706618,C
well4,444.8049655724606,339.04706561634,151.8932974153327,S
well4,444.3221240078884,339.54553879530084,136.87198682769153,S
well4,444.1668504975548,339.70583916292355,132.04139270346457,C
well4,443.76807199674266,340.1175278028135,119.63530309583007,S
well4,443.2067252569235,340.69704770008025,102.17167870041422,S
well4,442.7784204733857,341.1392185127844,88.84701974029804,C
well4,442.33952096486996,341.5923270463218,75.19275648311492,S
well4,442.1218948927804,341.816998590652,68.42236002041193,C
well4,441.9766950553767,341.9668991581381,63.90516014585501,C
well4,441.82663206552405,342.12182031879354,59.23666649559544,C
well4,441.7205111317278,342.2313768340256,55.93522017579366,C
well4,441.1339802095838,342.83689623163383,37.6881101562023,C
well4,440.9971172049497,342.9781900679724,33.430271039993215,S
well4,440.5076756477682,343.4834769090917,18.20363318532685,S
well4,440.244196995446,343.7554854747333,10.006752551711202,S
well5,571.6565929587285,355.80287681519127,299.99545878976704,
well5,571.4026272471938,357.8538432605595,279.31009295656116,C
well5,571.3457552217236,358.31312815856603,274.6778981401185,C
well5,571.0827808560165,360.4368463439766,253.25878243929435,C
well5,570.9093446791695,361.83747549574866,239.13250237923344,S
well5,570.7768782947754,362.9072423862846,228.34318910842816,C
well5,570.5037985691708,365.1125690453079,206.10099746914517,C
well5,570.4435580904014,365.59905676785206,201.19444400654953,C
well5,570.27920890385,366.92630155575534,187.8082942477384,S
well5,570.2251569788162,367.3628119960095,183.40579504202827,S
well5,570.0484306847933,368.7900113484927,169.011536769446,S
well5,569.960459218398,369.5004479056021,161.84630980131206,S
well5,569.7701024389318,371.0377238038885,146.34185607685498,C
well5,569.5002344943798,373.21711288602717,124.36126221646194,S
well5,569.2544940757848,375.2016538296175,104.34584191456,S
well5,569.104872080402,376.4099653381472,92.15921367846406,C
well5,568.8968896732073,378.0895815973861,75.21916238692756,S
well5,568.6732400413653,379.8957226219161,57.003024369098256,C
well5,568.5138260305777,381.18311210875265,44.01884192906928,C
well5,568.3467350797129,382.5324987305819,30.409376993156968,S
well5,568.2655005199159,383.18852963861605,23.792867317328955,C
well5,568.1346008579867,384.24564405262294,13.131162719152883,C
well5,568.096157836272,384.55610071670867,10.0,C
well6,578.5397845904283,362.6446342273714,300.0,
well6,578.408030726759,364.035961580282,286.6162800434723,S
well6,578.1904168835063,366.3339745876978,264.51079747434835,S
well6,578.1317424070985,366.9535799766423,258.5505718007562,C
well6,577.9684520430935,368.677934341513,241.9633352478586,C
well6,577.8372822757698,370.0630936079647,228.63894851845436,C
well6,577.6546683655541,371.99150558184436,210.08880231078598,C
well6,577.5896593491634,372.67800402804676,203.48510625367635,S
well6,577.5358477519345,373.2462571710155,198.0188578441987,S
well6,577.4233616782979,374.43411570292875,186.59238376112899,C
well6,577.2371006086981,376.4010418612902,167.67175460537496,S
well6,577.1631336569781,377.1821365500796,160.15810043015952,S
well6,576.9822473485759,379.09230496288893,141.78344614526864,C
well6,576.8899806146828,380.06664626153446,132.41087752878033,C
well6,576.811342739541,380.89706613395845,124.4227451919813,S
well6,576.7698802960163,381.3349115996466,120.21093904532083,S
well6,576.6575221928842,382.52141875666575,108.79746436393842,S
well6,576.5484273376223,383.6734658538854,97.71547442558014,S
well6,576.3876963837115,385.3707927208741,81.38822590642704,S
well6,576.3361242703149,385.9153968031961,76.14946702647589,S
well6,576.2693876521107,386.6201388104688,69.37027904658888,S
well6,576.2279252085859,387.05798427615696,65.15847289992837,C
well6,576.1684189238975,387.68637360191315,59.113751115369126,C
well6,576.0090956455384,389.3688353450667,42.92949601477568,C
well6,575.8959697193783,390.56345075145043,31.438024923269893,C
well6,575.7980082980257,391.5979282328834,21.486982931700027,C
well6,575.6849265548279,392.7920770649872,10.0,C
well7,612.3422191415583,376.31285836814743,300.0,
well7,612.4719809235572,379.3203310528185,278.18941131217065,S
well7,612.5271135690356,380.59813352096745,268.9226192315174,S
well7,612.584682788359,381.93240815812084,259.24628353082005,C
well7,612.648777069844,383.417913349557,248.47320389847988,C
well7,612.7391367914219,385.51216937975175,233.28538287041266,S
well7,612.7902635443073,386.697127773436,224.69190826678056,S
well7,612.8954491982648,389.1350025946911,207.01211843200582,C
well7,612.9373252301114,390.1055581772402,199.9735213010827,S
well7,612.9733782634466,390.94115484742304,193.91366400789136,S
well7,613.102392783652,393.9313083384324,172.2286763974335,S
well7,613.1555431317648,395.1631673470525,163.29507234664615,C
well7,613.2265341561673,396.8085174914331,151.36277602706323,C
well7,613.3197434302082,398.9688172447008,135.69599720606337,S
well7,613.4075013864939,401.0027724842638,120.94548546719565,C
well7,613.4413656331546,401.78763991788344,115.25352329031483,C
well7,613.5708344298397,404.78832211836817,93.49218008967932,S
well7,613.709512649702,408.00244997458117,70.18290083362393,C
well7,613.8315891291281,410.8318013572392,49.66407132769774,S
well7,613.8903559864433,412.1938335011913,39.78643452562295,C
well7,613.9783617298997,414.23353167319544,24.994274283021866,C
well7,614.0437775429616,415.7496658376509,13.999069297437586,C
well7,614.0676064092095,416.3019445074052,9.993871521754386,C
well8,57.91680231549103,413.6480349504755,300.0,
well8,57.957729950713045,413.60647300057104,297.00637734337135,C
well8,58.044975163910074,413.5178756222805,290.62488851577945,S
well8,58.085268452196765,413.4769578507021,287.67766471282124,S
well8,58.2339210920341,413.32600132617836,276.804573507557,S
well8,58.37870375503035,413.178974757117,266.21454899523224,S
well8,58.48387606682951,413.07217243808185,258.52179534005296,S
well8,58.6447646628556,412.9087903190816,246.75371385564176,S
well8,58.76735187043968,412.78430320046596,237.78716008223478,S
