# Cell2D, Z_m, indicator
0 -3.13 626.80 300.00 1
0 -3.13 626.80 288.40 0
0 -3.13 626.80 270.90 1
0 -3.13 626.80 260.20 0
0 -3.13 626.80 252.50 1
0 -3.13 626.80 240.80 0
0 -3.13 626.80 225.30 1
0 -3.13 626.80 195.30 0
0 -3.13 626.80 183.60 1
0 -3.13 626.80 154.50 0
0 -3.13 626.80 149.70 1
0 -3.13 626.80 133.20 0
0 -3.13 626.80 99.20 1
0 -3.13 626.80 75.00 0
0 -3.13 626.80 64.30 1
0 -3.13 626.80 36.20 0
0 -3.13 626.80 21.60 1
0 -3.13 626.80 16.80 0
0 -3.13 626.80 10.00 -999
1 -3.13 651.77 300.00 1
1 -3.13 651.77 288.40 0
1 -3.13 651.77 270.90 1
1 -3.13 651.77 260.20 0
1 -3.13 651.77 252.50 1
1 -3.13 651.77 240.80 0
1 -3.13 651.77 225.30 1
1 -3.13 651.77 195.30 0
1 -3.13 651.77 183.60 1
1 -3.13 651.77 154.50 0
1 -3.13 651.77 149.70 1
1 -3.13 651.77 133.20 0
1 -3.13 651.77 99.20 1
1 -3.13 651.77 75.00 0
1 -3.13 651.77 64.30 1
1 -3.13 651.77 36.20 0
1 -3.13 651.77 21.60 1
1 -3.13 651.77 16.80 0
1 -3.13 651.77 10.00 -999
2 -3.13 664.26 300.00 1
2 -3.13 664.26 288.40 0
2 -3.13 664.26 270.90 1
2 -3.13 664.26 260.20 0
2 -3.13 664.26 252.50 1
2 -3.13 664.26 240.80 0
2 -3.13 664.26 225.30 1
2 -3.13 664.26 195.30 0
2 -3.13 664.26 183.60 1
2 -3.13 664.26 154.50 0
2 -3.13 664.26 149.70 1
2 -3.13 664.26 133.20 0
2 -3.13 664.26 99.20 1
2 -3.13 664.26 75.00 0
2 -3.13 664.26 64.30 1
2 -3.13 664.26 36.20 0
2 -3.13 664.26 21.60 1
2 -3.13 664.26 16.80 0
2 -3.13 664.26 10.00 -999
3 -3.13 676.74 300.00 1
3 -3.13 676.74 288.40 0
3 -3.13 676.74 270.90 1
3 -3.13 676.74 260.20 0
3 -3.13 676.74 252.50 1
3 -3.13 676.74 240.80 0
3 -3.13 676.74 225.30 1
