# GridID, X, Y, Top_horizon_elevation, Bot_horizon_elevation
0.000000000000000000e+00 3.247999999999999687e+01 6.460000000000000000e+02 5.632699999999999818e+02 3.984480000000000359e+02
1.000000000000000000e+00 3.743999999999999773e+01 6.460000000000000000e+02 5.627500000000000000e+02 3.974400000000000546e+02
2.000000000000000000e+00 4.240999999999999659e+01 6.460000000000000000e+02 5.616699999999999591e+02 3.953610000000000468e+02
3.000000000000000000e+00 4.736999999999999744e+01 6.460000000000000000e+02 5.605700000000000500e+02 3.932370000000000232e+02
4.000000000000000000e+00 5.232999999999999829e+01 6.460000000000000000e+02 5.594400000000000546e+02 3.910590000000000259e+02
5.000000000000000000e+00 5.729999999999999716e+01 6.460000000000000000e+02 5.588700000000000045e+02 3.899519999999999982e+02
6.000000000000000000e+00 6.225999999999999801e+01 6.460000000000000000e+02 5.577100000000000364e+02 3.877200000000000273e+02
7.000000000000000000e+00 6.721999999999999886e+01 6.460000000000000000e+02 5.565299999999999727e+02 3.854519999999999982e+02
8.000000000000000000e+00 7.218999999999999773e+01 6.460000000000000000e+02 5.553400000000000318e+02 3.831570000000000391e+02
9.000000000000000000e+00 7.715000000000000568e+01 6.460000000000000000e+02 5.541399999999999864e+02 3.808440000000000509e+02
1.000000000000000000e+01 8.210999999999999943e+01 6.460000000000000000e+02 5.535399999999999636e+02 3.796740000000000350e+02
1.100000000000000000e+01 8.707999999999999829e+01 6.460000000000000000e+02 5.523200000000000500e+02 3.773340000000000032e+02
1.200000000000000000e+01 9.204000000000000625e+01 6.460000000000000000e+02 5.511000000000000227e+02 3.749759999999999991e+02
1.300000000000000000e+01 9.700000000000000000e+01 6.460000000000000000e+02 5.498700000000000045e+02 3.726089999999999804e+02
1.400000000000000000e+01 1.019699999999999989e+02 6.460000000000000000e+02 5.492599999999999909e+02 3.714300000000000068e+02
1.500000000000000000e+01 1.069300000000000068e+02 6.460000000000000000e+02 5.480299999999999727e+02 3.690629999999999882e+02
1.600000000000000000e+01 1.118900000000000006e+02 6.460000000000000000e+02 5.468099999999999454e+02 3.666960000000000264e+02
1.700000000000000000e+01 1.168599999999999994e+02 6.460000000000000000e+02 5.467899999999999636e+02 3.650400000000000205e+02
1.800000000000000000e+01 1.218199999999999932e+02 6.460000000000000000e+02 5.459299999999999500e+02 3.626730000000000587e+02
1.900000000000000000e+01 1.267800000000000011e+02 6.460000000000000000e+02 5.453799999999999955e+02 3.615120000000000005e+02
2.000000000000000000e+01 1.317500000000000000e+02 6.460000000000000000e+02 5.442699999999999818e+02 3.591990000000000123e+02
2.100000000000000000e+01 1.367100000000000080e+02 6.460000000000000000e+02 5.431399999999999864e+02 3.569130000000000109e+02
2.200000000000000000e+01 1.416699999999999875e+02 6.460000000000000000e+02 5.419900000000000091e+02 3.546539999999999964e+02
2.300000000000000000e+01 1.466399999999999864e+02 6.460000000000000000e+02 5.413999999999999773e+02 3.535289999999999964e+02
2.400000000000000000e+01 1.515999999999999943e+02 6.460000000000000000e+02 5.401799999999999500e+02 3.513150000000000546e+02
2.500000000000000000e+01 1.565600000000000023e+02 6.460000000000000000e+02 5.389199999999999591e+02 3.491280000000000427e+02
2.600000000000000000e+01 1.615300000000000011e+02 6.460000000000000000e+02 5.375900000000000318e+02 3.469860000000000468e+02
2.700000000000000000e+01 1.664900000000000091e+02 6.460000000000000000e+02 5.368999999999999773e+02 3.459240000000000350e+02
2.800000000000000000e+01 1.714499999999999886e+02 6.460000000000000000e+02 5.354500000000000455e+02 3.438539999999999850e+02
2.900000000000000000e+01 1.764199999999999875e+02 6.460000000000000000e+02 5.339099999999999682e+02 3.418199999999999932e+02
3.000000000000000000e+01 1.813799999999999955e+02 6.460000000000000000e+02 5.328700000000000045e+02 3.404700000000000273e+02
3.100000000000000000e+01 1.863400000000000034e+02 6.460000000000000000e+02 5.315000000000000000e+02 3.388320000000000505e+02
3.200000000000000000e+01 1.913100000000000023e+02 6.460000000000000000e+02 5.305599999999999454e+02 3.378690000000000282e+02
3.300000000000000000e+01 1.962700000000000102e+02 6.460000000000000000e+02 5.285800000000000409e+02 3.359970000000000141e+02
3.400000000000000000e+01 2.012299999999999898e+02 6.460000000000000000e+02 5.264600000000000364e+02 3.342059999999999604e+02
3.500000000000000000e+01 2.061999999999999886e+02 6.460000000000000000e+02 5.242100000000000364e+02 3.324959999999999809e+02
3.600000000000000000e+01 2.111599999999999966e+02 6.460000000000000000e+02 5.230399999999999636e+02 3.316769999999999641e+02
3.700000000000000000e+01 2.161200000000000045e+02 6.460000000000000000e+02 5.211699999999999591e+02 3.301379999999999768e+02
3.800000000000000000e+01 2.210900000000000034e+02 6.460000000000000000e+02 5.187000000000000455e+02 3.283199999999999932e+02
3.900000000000000000e+01 2.260500000000000114e+02 6.460000000000000000e+02 5.161100000000000136e+02 3.268170000000000073e+02
4.000000000000000000e+01 2.310099999999999909e+02 6.460000000000000000e+02 5.134500000000000455e+02 3.254039999999999964e+02
4.100000000000000000e+01 2.359799999999999898e+02 6.460000000000000000e+02 5.121000000000000227e+02 3.247289999999999850e+02
4.200000000000000000e+01 2.409399999999999977e+02 6.460000000000000000e+02 5.093500000000000227e+02 3.234420000000000073e+02
4.300000000000000000e+01 2.459000000000000057e+02 6.460000000000000000e+02 5.065600000000000023e+02 3.222540000000000191e+02
4.400000000000000000e+01 2.508700000000000045e+02 6.460000000000000000e+02 5.037599999999999909e+02 3.211560000000000059e+02
4.500000000000000000e+01 2.558300000000000125e+02 6.460000000000000000e+02 5.023399999999999750e+02 3.206429999999999723e+02
4.600000000000000000e+01 2.607900000000000205e+02 6.460000000000000000e+02 4.995199999999999818e+02 3.196889999999999645e+02
4.700000000000000000e+01 2.657599999999999909e+02 6.460000000000000000e+02 4.967099999999999795e+02 3.188519999999999754e+02
4.800000000000000000e+01 2.707200000000000273e+02 6.460000000000000000e+02 4.939200000000000159e+02 3.181320000000000050e+02
4.900000000000000000e+01 2.756800000000000068e+02 6.460000000000000000e+02 4.925400000000000205e+02 3.178260000000000218e+02
5.000000000000000000e+01 2.806499999999999773e+02 6.460000000000000000e+02 4.898000000000000114e+02 3.172950000000000159e+02
5.100000000000000000e+01 2.856100000000000136e+02 6.460000000000000000e+02 4.875799999999999841e+02 3.174839999999999804e+02
5.200000000000000000e+01 2.905699999999999932e+02 6.460000000000000000e+02 4.849700000000000273e+02 3.171419999999999959e+02
5.300000000000000000e+01 2.955400000000000205e+02 6.460000000000000000e+02 4.824200000000000159e+02 3.169710000000000036e+02
5.400000000000000000e+01 3.005000000000000000e+02 6.460000000000000000e+02 4.811800000000000068e+02 3.169440000000000168e+02
5.500000000000000000e+01 3.054599999999999795e+02 6.460000000000000000e+02 4.787599999999999909e+02 3.170160000000000196e+02
5.600000000000000000e+01 3.104300000000000068e+02 6.460000000000000000e+02 4.764399999999999977e+02 3.172500000000000000e+02
5.700000000000000000e+01 3.153899999999999864e+02 6.460000000000000000e+02 4.740600000000000023e+02 3.174209999999999923e+02
5.800000000000000000e+01 3.203500000000000227e+02 6.460000000000000000e+02 4.728999999999999773e+02 3.172320000000000277e+02
5.900000000000000000e+01 3.253199999999999932e+02 6.460000000000000000e+02 4.706999999999999886e+02 3.177360000000000468e+02
6.000000000000000000e+01 3.302799999999999727e+02 6.460000000000000000e+02 4.685899999999999750e+02 3.183750000000000000e+02
6.100000000000000000e+01 3.352400000000000091e+02 6.460000000000000000e+02 4.665799999999999841e+02 3.191400000000000432e+02
