# GridID, X, Y, Top_horizon_elevation, Bot_horizon_elevation
417 255.000000 30.000000 53.383030 -7.293581
418 270.000000 30.000000 54.179184 -6.656658
419 285.000000 30.000000 54.938953 -6.048842
420 300.000000 30.000000 55.661748 -5.470607
421 315.000000 30.000000 56.346977 -4.922423
422 330.000000 30.000000 56.994051 -4.404764
423 345.000000 30.000000 57.602381 -3.918100
424 360.000000 30.000000 58.171375 -3.462905
425 375.000000 30.000000 58.700443 -3.039650
426 390.000000 30.000000 59.188996 -2.648807
427 405.000000 30.000000 59.636444 -2.290849
428 420.000000 30.000000 60.042196 -1.966247
429 435.000000 30.000000 60.405662 -1.675474
430 450.000000 30.000000 60.726252 -1.419002
431 465.000000 30.000000 61.003377 -1.197302
432 480.000000 30.000000 61.236445 -1.010847
433 495.000000 30.000000 61.424867 -0.860110
434 510.000000 30.000000 61.568053 -0.745561
435 525.000000 30.000000 61.665412 -0.667673
436 540.000000 30.000000 61.716355 -0.626919
437 555.000000 30.000000 61.720291 -0.623770
438 570.000000 30.000000 61.676630 -0.658699
439 585.000000 30.000000 61.584782 -0.732177
440 600.000000 30.000000 61.444158 -0.844676
441 615.000000 30.000000 61.254166 -0.996669
442 630.000000 30.000000 61.014217 -1.188628
443 645.000000 30.000000 60.723721 -1.421025
444 660.000000 30.000000 60.381826 -1.694541
445 675.000000 30.000000 59.986892 -2.010488
446 690.000000 30.000000 59.538047 -2.369564
447 705.000000 30.000000 59.036965 -2.770429
448 720.000000 30.000000 58.518283 -3.185375
449 735.000000 30.000000 57.981095 -3.615125
450 750.000000 30.000000 57.385141 -4.091888
451 765.000000 30.000000 56.725784 -4.619373
452 780.000000 30.000000 56.093345 -5.125325
453 795.000000 30.000000 55.441688 -5.646650
454 810.000000 30.000000 54.719847 -6.224123
455 825.000000 30.000000 53.935425 -6.851660
456 840.000000 30.000000 53.092497 -7.526003
457 855.000000 30.000000 52.194132 -8.244695
458 870.000000 30.000000 51.243397 -9.005282
459 885.000000 30.000000 50.243362 -9.805311
460 900.000000 30.000000 49.197094 -10.642325
461 915.000000 30.000000 48.107663 -11.513870
462 930.000000 30.000000 46.978136 -12.417491
463 945.000000 30.000000 45.811582 -13.350735
464 960.000000 30.000000 44.611069 -14.311145
465 975.000000 30.000000 43.379666 -15.296267
466 990.000000 30.000000 42.120441 -16.303647
467 1005.000000 30.000000 40.836463 -17.330830
468 1020.000000 30.000000 39.530800 -18.375360
469 1035.000000 30.000000 38.206520 -19.434784
470 1050.000000 30.000000 36.866692 -20.506646
471 1065.000000 30.000000 35.514384 -21.588492
472 1080.000000 30.000000 34.152665 -22.677868
473 1095.000000 30.000000 32.784604 -23.772317
474 1110.000000 30.000000 31.413267 -24.869386
475 1125.000000 30.000000 30.041725 -25.966620
476 1140.000000 30.000000 28.673045 -27.061564
477 1155.000000 30.000000 27.310296 -28.151763
478 1170.000000 30.000000 25.956546 -29.234763
479 1185.000000 30.000000 24.614864 -30.308109
480 1200.000000 30.000000 23.288318 -31.369346
481 1215.000000 30.000000 21.979976 -32.416019
482 1230.000000 30.000000 20.692907 -33.445675
483 1245.000000 30.000000 19.430180 -34.455857
484 1260.000000 30.000000 18.194862 -35.444111
485 1275.000000 30.000000 16.990022 -36.407983
486 1290.000000 30.000000 15.818730 -37.345017
487 1305.000000 30.000000 14.684052 -38.252760
488 1320.000000 30.000000 13.589057 -39.128755
489 1335.000000 30.000000 12.536814 -39.970550
490 1350.000000 30.000000 11.530392 -40.775688
491 1365.000000 30.000000 10.572858 -41.541715
492 1380.000000 30.000000 9.667282 -42.266176
493 1395.000000 30.000000 8.816731 -42.946617
494 1410.000000 30.000000 8.024273 -43.580583
495 1425.000000 30.000000 7.292979 -44.165619
496 1440.000000 30.000000 6.625915 -44.699271
497 1455.000000 30.000000 6.026150 -45.179083
498 1470.000000 30.000000 5.496753 -45.602601
499 1485.000000 30.000000 5.047555 -45.961959
500 1500.000000 30.000000 4.696790 -46.242571
501 1515.000000 30.000000 4.448757 -46.440998
502 1530.000000 30.000000 4.225748 -46.619406
503 1545.000000 30.000000 3.977030 -46.818380
504 1560.000000 30.000000 3.798046 -46.961568
505 1575.000000 30.000000 3.685984 -47.051218
506 1590.000000 30.000000 3.632776 -47.093784
507 1605.000000 30.000000 3.636040 -47.091173
508 1620.000000 30.000000 3.693815 -47.044954
509 1635.000000 30.000000 3.804139 -46.956695
510 1650.000000 30.000000 3.965051 -46.827966
511 1665.000000 30.000000 4.174589 -46.660335
512 1680.000000 30.000000 4.430792 -46.455373
513 1695.000000 30.000000 4.731698 -46.214649
514 1710.000000 30.000000 5.075347 -45.939730
515 1725.000000 30.000000 5.459776 -45.632187
516 1740.000000 30.000000 5.883024 -45.293589
517 1755.000000 30.000000 6.343129 -44.925505
518 1770.000000 30.000000 6.838131 -44.529504
519 1785.000000 30.000000 7.366068 -44.107154
520 1800.000000 30.000000 7.924978 -43.660026
521 1815.000000 30.000000 8.512900 -43.189689
522 1830.000000 30.000000 9.127873 -42.697711
523 1845.000000 30.000000 9.767935 -42.185662
524 1860.000000 30.000000 10.431124 -41.655111
525 1875.000000 30.000000 11.115480 -41.107627
526 1890.000000 30.000000 11.819040 -40.544779
527 1905.000000 30.000000 12.539843 -39.968136
528 1920.000000 30.000000 13.275929 -39.379268
529 1935.000000 30.000000 14.025335 -38.779743
530 1950.000000 30.000000 14.786100 -38.171131
531 1965.000000 30.000000 15.556263 -37.555001
532 1980.000000 30.000000 16.333862 -36.932922
533 1995.000000 30.000000 17.116935 -36.306463
534 2010.000000 30.000000 17.903522 -35.677194
535 2025.000000 30.000000 18.691661 -35.046683
536 2040.000000 30.000000 19.479390 -34.416500
537 2055.000000 30.000000 20.264748 -33.788214
538 2070.000000 30.000000 21.045774 -33.163393
539 2085.000000 30.000000 21.820505 -32.543608
540 2100.000000 30.000000 22.586982 -31.930427
541 2115.000000 30.000000 23.343242 -31.325419
542 2130.000000 30.000000 24.087323 -30.730154
543 2145.000000 30.000000 24.817265 -30.146200
544 2160.000000 30.000000 25.531106 -29.575127
545 2175.000000 30.000000 26.226884 -29.018505
546 2190.000000 30.000000 26.902639 -28.477901
547 2205.000000 30.000000 27.556408 -27.954886
548 2220.000000 30.000000 28.186230 -27.451028
549 2235.000000 30.000000 28.790144 -26.967896
550 2250.000000 30.000000 29.366189 -26.507061
551 2265.000000 30.000000 29.912402 -26.070090
552 2280.000000 30.000000 30.426823 -25.658553
553 2295.000000 30.000000 30.907490 -25.274019
554 2310.000000 30.000000 31.352441 -24.918058
555 2325.000000 30.000000 31.759716 -24.592238
556 2340.000000 30.000000 32.127352 -24.298129
557 2355.000000 30.000000 32.453389 -24.037299
558 2370.000000 30.000000 32.735555 -23.811566
559 2385.000000 30.000000 32.956404 -23.634886
560 2400.000000 30.000000 33.103658 -23.517083
561 2415.000000 30.000000 33.176195 -23.459052
562 2430.000000 30.000000 33.177421 -23.458072
563 2445.000000 30.000000 33.115302 -23.507766
564 2460.000000 30.000000 33.004108 -23.596721
565 2475.000000 30.000000 32.845099 -23.723927
566 2490.000000 30.000000 32.639010 -23.888798
567 2505.000000 30.000000 32.386573 -24.090748
568 2520.000000 30.000000 32.088521 -24.329188
569 2535.000000 30.000000 31.745589 -24.603534
570 2550.000000 30.000000 31.358508 -24.913198
571 2565.000000 30.000000 30.928012 -25.257595
572 2580.000000 30.000000 30.454835 -25.636136
573 2595.000000 30.000000 29.939709 -26.048237
574 2610.000000 30.000000 29.383367 -26.493309
575 2625.000000 30.000000 28.786544 -26.970768
576 2640.000000 30.000000 28.149972 -27.480025
577 2655.000000 30.000000 27.474384 -28.020495
578 2670.000000 30.000000 26.760514 -28.591591
579 2685.000000 30.000000 26.009094 -29.192727
580 2700.000000 30.000000 25.220858 -29.823315
581 2715.000000 30.000000 24.396540 -30.482770
582 2730.000000 30.000000 23.536872 -31.170504
583 2745.000000 30.000000 22.642587 -31.885932
584 2760.000000 30.000000 21.714419 -32.628466
585 2775.000000 30.000000 20.753100 -33.397521
586 2790.000000 30.000000 19.759365 -34.192509
